Категория;Ключевое слово;Частота Yandex;Регион;Дата съёма;Затравка;Затравок;Намерение;Слов
Капы;капа стоматологическая купить;14;149;2026-08-19;купить капу;1;покупка;3
Боксерская форма;купить боксерскую форму;14;149;2026-08-19;боксерская форма;1;покупка;3
Мешки и груши;подвес для груши боксерской;14;149;2026-08-19;боксерская груша;1;общий;4
Мешки и груши;боксерская груша своими руками;14;149;2026-08-19;боксерская груша;1;учебное;4
Мешки и груши;боксерская груша уличная;14;149;2026-08-19;боксерская груша;1;общий;3
Бренд и общее;боксерские clinch;14;149;2026-08-19;clinch;1;бренд;2
Бренд и общее;спортивные магазины в минске адреса;14;149;2026-08-19;спортивный магазин минск;1;гео;5
Боксерские перчатки;боксерские перчатки фото;13;149;2026-08-19;боксерские перчатки;1;нецелевое;3
Боксерские перчатки;боксерские перчатки спортмастер;13;149;2026-08-19;боксерские перчатки;1;общий;3
Боксерские перчатки;перчатки для тайского бокса купить;13;149;2026-08-19;перчатки для бокса;1;покупка;5
Капы;гель для капы купить;13;149;2026-08-19;купить капу;1;покупка;4
Капы;капа купить гомель;13;149;2026-08-19;купить капу;1;покупка;3
Капы;скин кап шампунь купить в смоленске;13;149;2026-08-19;купить капу;1;покупка;6
Капы;купить шорты капа;13;149;2026-08-19;купить капу;1;покупка;3
Обувь для бокса;фильм боксерка;13;149;2026-08-19;боксерки;1;общий;2
Обувь для бокса;борцовки асикс;13;149;2026-08-19;борцовки;1;общий;2
Скакалки;где купить скакалку;13;149;2026-08-19;купить скакалку;1;покупка;3
Мешки и груши;наполнитель для боксерского мешка;13;149;2026-08-19;боксерский мешок;1;общий;4
Боксерские перчатки;женские боксерские перчатки;12;149;2026-08-19;боксерские перчатки;1;общий;3
Боксерские перчатки;бу боксерский перчатки;12;149;2026-08-19;боксерские перчатки;1;нецелевое;3
Капы;капа для сна при бруксизме купить;12;149;2026-08-19;купить капу;1;покупка;6
Лапы;лапы для бокса;12;149;2026-08-19;лапы для бокса;1;общий;3
Мешки и груши;мешок боксерский купить минск;12;149;2026-08-19;боксерский мешок;1;покупка;4
Мешки и груши;мешки боксерские резиновые;12;149;2026-08-19;боксерский мешок;1;общий;3
Мешки и груши;кронштейн для боксерской груши;12;149;2026-08-19;боксерская груша;1;общий;4
Мешки и груши;где боксерская груша;12;149;2026-08-19;боксерская груша;1;общий;3
Бренд и общее;магазин спортивного инвентаря минск;12;149;2026-08-19;спортивный магазин минск;1;гео;4
Боксерские перчатки;купить боксерские перчатки бу;11;149;2026-08-19;боксерские перчатки;2;покупка;4
Боксерские перчатки;боксерские перчатки 8 унций;11;149;2026-08-19;боксерские перчатки;1;выбор;4
Боксерские перчатки;боксерские перчатки 12;11;149;2026-08-19;боксерские перчатки;1;общий;3
Боксерские перчатки;смайл боксерская перчатка;11;149;2026-08-19;боксерские перчатки;1;нецелевое;3
Бинты для бокса;боксерские бинты купить;11;149;2026-08-19;боксерские бинты;1;покупка;3
Капы;купить скин кап гель;11;149;2026-08-19;купить капу;1;покупка;4
Обувь для бокса;борцовки найк;11;149;2026-08-19;борцовки;1;общий;2
